# Jephte Points System Export
# Export Date: 2025-07-08T07:52:04.712Z
# Version: 1.0

# TASK_CATEGORIES
id,name,description,default_point_value,color,created_at,priority
"c93f08fd-33cc-4961-b7fe-9879dedcaeca","Ignitia Lessons","Earned for completing a lesson module in Ignitia coursework.",10,"#3B82F6","2025-07-03T16:52:38.131Z",0
"5ae111d1-552f-4444-8101-56584fe39ccb","Ignitia Projects / Essays","For completing detailed writing tasks or projects for school.",50,"#3B82F6","2025-07-03T16:52:59.971Z",0
"e85b3be0-e9d1-4bf0-8d73-79551adbf6df","Ignitia Quiz / Tests","For finishing a quiz, test, or exam in your Ignitia platform.",35,"#3B82F6","2025-07-03T16:53:10.578Z",0
"78448944-887a-4392-98bf-3a953a123efb","Reading For 30 Minutes","For reading any educational or personal development material for 30 minutes.",55,"#3B82F6","2025-07-03T16:55:16.172Z",0
"fa370edf-dc44-4021-abea-7e74f027c2cb","Reading Whole Book","For finishing a full book. Must be logged honestly.",80,"#3B82F6","2025-07-03T16:55:56.203Z",0
"c373691c-5e7f-4bd4-92e1-070ac56154fe","Study Plan - Understand 2 Math Lessons","When two full math lessons are deeply understood or reviewed from study plan.",20,"#3B82F6","2025-07-03T16:59:43.867Z",0
"6a26c883-86e4-4be9-8dae-09e66e360a39","Study Plan - Understanding 2 English Lessons","For completing and understanding three full English lessons from study plan.",25,"#3B82F6","2025-07-03T17:05:13.947Z",0
"3bb81adf-c600-4f34-8885-ebdfa2ae7af9","Exercise Running","Points earned after going for a consistent 1hour+ run.",32,"#10B981","2025-07-03T17:05:32.722Z",0
"a6110840-dde1-4045-b866-5e5e6bcb889f","Exercise Workout","For finishing a strength or full cardio workout session.",35,"#10B981","2025-07-03T17:05:42.627Z",0
"ef3aeff1-c515-4c2d-8698-c808be393bc1","Exercise Cold Bath","Earned after going through a cold bath or cold exposure session, for resistance strength.",38,"#10B981","2025-07-03T17:06:30.147Z",0
"254addf2-e64e-42b0-8f76-047222a134a8","Hackathon - Alira","For completing a task or milestone related to a hackathon.",42,"#6B7280","2025-07-03T17:07:38.539Z",0
"ca3ccaf3-ff9f-4aba-8824-9cbfc616bcb6","Project - Interact Health Pro","Earned for completing assigned responsibilities for IHP work.",30,"#F59E0B","2025-07-03T17:07:52.851Z",0
"14632556-f4bf-42d1-8b04-6ab100d7cbd8","Project - JD Agency","For tasks done under JD Agency project or client assigned work.",28,"#F59E0B","2025-07-03T17:08:25.427Z",0
"ec849658-444e-4539-949f-0184ed6f1a43","Project - Speedzing","For publishing or completing tasks for Speedzing channel content.",20,"#F59E0B","2025-07-03T17:08:37.762Z",0
"f302f08c-c4ee-48a9-86c6-c784c7f2eaa0","Other [ Under 30 Minutes ]","Any assigned task not related to Projects or School completed that took less than 30 minutes.",10,"#EF4444","2025-07-03T17:54:49.965Z",0
"7728fe15-18f8-4a94-b0db-055dd7c10c2d","Other [ Over 30 Minutes ]","Any P1 assigned task not related to Projects or School completed that took more than 30 minutes.",35,"#EF4444","2025-07-03T17:55:22.717Z",0
"569f54d3-6f85-4449-b39f-2a7c82f73f54","Other [ Over 2 Hours ]","Any assigned task not related to Projects or School completed that took more than 2 hours.",62,"#EF4444","2025-07-04T11:42:48.374Z",17
"45f21ded-bb34-490e-89e5-53be4aa9a6d8","Other [ Full Day ]","Any P1 assigned task not related to Projects or School completed that took the whole day.",80,"#EF4444","2025-07-04T11:43:52.254Z",17

# POINT_LOGS
id,category_id,description,tasks_completed,points_per_task,total_points,date,created_at
"e2e245ec-0ca5-4ad2-b14d-60795ce0146c","c93f08fd-33cc-4961-b7fe-9879dedcaeca","Points added",1,30,30,"2025-07-03","2025-07-03T19:08:41.187Z"
